date,open,high,low,close,volume
2021-01-01 00:00:00,37.3596,37.4423,36.9636,37.3764,95113.826
2021-01-01 01:00:00,37.3765,37.939,37.3353,37.6134,152336.882
2021-01-01 02:00:00,37.6134,37.973,37.5758,37.96,107655.644
2021-01-01 03:00:00,37.96,38.1,37.7551,37.925,116381.591
2021-01-01 04:00:00,37.924,38.0765,37.83,37.8702,63709.814
2021-01-01 05:00:00,37.8789,37.9174,37.6369,37.7129,81322.793
2021-01-01 06:00:00,37.7136,37.8269,37.4836,37.6463,93503.285
2021-01-01 07:00:00,37.6463,37.6934,37.3781,37.6812,68489.701
2021-01-01 08:00:00,37.685,37.7169,37.3425,37.4172,69209.58
2021-01-01 09:00:00,37.4287,37.95,37.4038,37.9477,50372.374
2021-01-01 10:00:00,37.9298,38.8315,37.8747,38.827,233123.225
2021-01-01 11:00:00,38.827,38.959,38.3707,38.3904,120658.438
2021-01-01 12:00:00,38.3941,38.8814,38.2772,38.3142,111909.267
2021-01-01 13:00:00,38.3273,38.5789,38.2882,38.3304,70931.939
2021-01-01 14:00:00,38.3326,38.4986,38.0801,38.1101,79732.746
2021-01-01 15:00:00,38.1101,38.402,37.8775,38.1318,125053.317
2021-01-01 16:00:00,38.1318,38.3397,38.0385,38.1901,99794.569
2021-01-01 17:00:00,38.1901,38.3023,37.5312,37.8397,118020.513
2021-01-01 18:00:00,37.8397,38.183,36.9555,37.5989,246517.89
2021-01-01 19:00:00,37.6092,37.6734,37.355,37.4,61408.46
2021-01-01 20:00:00,37.4,37.5351,37.0848,37.401,68039.974
2021-01-01 21:00:00,37.4099,37.4596,37.2051,37.2349,32061.945
2021-01-01 22:00:00,37.2323,37.6546,37.1913,37.5766,51272.06
2021-01-01 23:00:00,37.5817,37.9828,37.5034,37.7762,119369.294
2021-01-02 00:00:00,37.7637,37.8156,36.8,36.9619,159193.394
2021-01-02 01:00:00,36.968,37.2791,36.8004,37.2418,115368.606
2021-01-02 02:00:00,37.2457,37.3681,37.1865,37.1993,62966.389
2021-01-02 03:00:00,37.1998,37.599,37.165,37.5567,78203.138
2021-01-02 04:00:00,37.5566,37.5585,37.3501,37.4266,84012.213
2021-01-02 05:00:00,37.4227,37.8,37.3533,37.6826,85979.958
2021-01-02 06:00:00,37.6755,37.681,37.4353,37.4939,50793.545
2021-01-02 07:00:00,37.493,37.5464,37.323,37.3312,42809.238
2021-01-02 08:00:00,37.331,37.3826,37.06,37.1376,71447.581
2021-01-02 09:00:00,37.1382,37.2415,36.93,37.0015,54231.718
2021-01-02 10:00:00,37.015,37.5,36.9513,37.1763,59049.091
2021-01-02 11:00:00,37.1764,37.3626,37.1642,37.3176,46825.209
2021-01-02 12:00:00,37.3143,37.9,36.8571,37.8866,220799.879
2021-01-02 13:00:00,37.8867,38.2624,37.5999,38.1399,262182.73
2021-01-02 14:00:00,38.1389,38.1741,37.6768,37.9948,133050.221
2021-01-02 15:00:00,37.995,38.1962,37.9285,38.0947,95390.408
2021-01-02 16:00:00,38.0947,38.3471,37.8712,38.3396,227381.401
2021-01-02 17:00:00,38.3478,38.8798,38.1346,38.48,318037.839
2021-01-02 18:00:00,38.4848,38.5087,38.0743,38.112,148764.245
2021-01-02 19:00:00,38.1099,38.1962,37.9157,38.0417,124041.898
2021-01-02 20:00:00,38.0417,38.0779,37.2925,37.5051,202354.007
2021-01-02 21:00:00,37.4324,37.9999,37.1094,37.9457,224335.932
2021-01-02 22:00:00,37.9368,38.1854,37.901,38.1285,76660.059
2021-01-02 23:00:00,38.1285,38.3621,37.9,38.2331,74183.507
