date,open,high,low,close,volume
2021-01-01 00:00:00,37.3596,37.4221,36.9706,37.0022,35292.656
2021-01-01 00:15:00,37.0134,37.1332,36.9636,37.061,16981.301
2021-01-01 00:30:00,37.0653,37.175,37.0,37.1373,13265.639
2021-01-01 00:45:00,37.1433,37.4423,37.0942,37.3764,29574.23
2021-01-01 01:00:00,37.3765,37.5971,37.3353,37.5807,36983.5
2021-01-01 01:15:00,37.5798,37.7993,37.4899,37.719,37958.669
2021-01-01 01:30:00,37.7194,37.9,37.655,37.899,38648.912
2021-01-01 01:45:00,37.8972,37.939,37.5112,37.6134,38745.801
2021-01-01 02:00:00,37.6134,37.6562,37.5758,37.599,21266.535
2021-01-01 02:15:00,37.599,37.727,37.5934,37.69,20229.838
2021-01-01 02:30:00,37.6874,37.8255,37.601,37.753,31372.613
2021-01-01 02:45:00,37.7529,37.973,37.7115,37.96,34786.658
2021-01-01 03:00:00,37.96,38.04,37.7551,37.7999,34336.109
2021-01-01 03:15:00,37.8086,38.0141,37.7826,38.0093,20138.987
2021-01-01 03:30:00,38.0129,38.1,37.981,38.0857,36539.935
2021-01-01 03:45:00,38.0822,38.0965,37.8804,37.925,25366.56
2021-01-01 04:00:00,37.924,38.0321,37.83,37.874,21803.956
2021-01-01 04:15:00,37.8759,38.0523,37.8759,38.0473,16373.571
2021-01-01 04:30:00,38.0443,38.0765,37.8556,37.8851,16296.085
2021-01-01 04:45:00,37.8805,37.9608,37.8515,37.8702,9236.202
2021-01-01 05:00:00,37.8789,37.9174,37.6464,37.721,39558.323
2021-01-01 05:15:00,37.7126,37.7294,37.6369,37.7037,12829.262
2021-01-01 05:30:00,37.7096,37.8058,37.6969,37.7378,17079.856
2021-01-01 05:45:00,37.7338,37.8235,37.65,37.7129,11855.352
2021-01-01 06:00:00,37.7136,37.812,37.7109,37.8056,14023.316
2021-01-01 06:15:00,37.8067,37.8269,37.6,37.6159,21522.079
2021-01-01 06:30:00,37.61,37.6613,37.4836,37.5817,32730.453
2021-01-01 06:45:00,37.584,37.6471,37.5034,37.6463,25227.437
2021-01-01 07:00:00,37.6463,37.6899,37.3781,37.4141,22832.15
2021-01-01 07:15:00,37.4141,37.5603,37.3936,37.493,13125.893
2021-01-01 07:30:00,37.488,37.61,37.4687,37.5401,10659.946
2021-01-01 07:45:00,37.5413,37.6934,37.5255,37.6812,21871.712
2021-01-01 08:00:00,37.685,37.7169,37.5137,37.5432,13591.067
2021-01-01 08:15:00,37.5435,37.5649,37.3425,37.4753,33197.81
2021-01-01 08:30:00,37.4753,37.582,37.3821,37.3951,9737.742
2021-01-01 08:45:00,37.3948,37.542,37.3504,37.4172,12682.961
2021-01-01 09:00:00,37.4287,37.6684,37.4038,37.6554,15314.063
2021-01-01 09:15:00,37.6471,37.6844,37.558,37.6497,10567.957
2021-01-01 09:30:00,37.645,37.717,37.6327,37.6528,6761.157
2021-01-01 09:45:00,37.6543,37.95,37.6144,37.9477,17729.197
2021-01-01 10:00:00,37.9298,38.4639,37.8747,38.4639,81271.536
2021-01-01 10:15:00,38.4601,38.7693,38.3384,38.4766,59455.75
2021-01-01 10:30:00,38.4747,38.685,38.31,38.6228,44468.303
2021-01-01 10:45:00,38.6217,38.8315,38.5135,38.827,47927.636
2021-01-01 11:00:00,38.827,38.959,38.6328,38.7299,37893.895
2021-01-01 11:15:00,38.7299,38.8,38.6241,38.7685,20680.087
2021-01-01 11:30:00,38.7685,38.845,38.4369,38.53,42671.388
2021-01-01 11:45:00,38.527,38.5947,38.3707,38.3904,19413.068
2021-01-01 12:00:00,38.3941,38.6399,38.3783,38.4983,23154.612
2021-01-01 12:15:00,38.492,38.87,38.4618,38.8617,26593.29
2021-01-01 12:30:00,38.8695,38.8814,38.608,38.6756,21893.865
2021-01-01 12:45:00,38.6791,38.6891,38.2772,38.3142,40267.5
2021-01-01 13:00:00,38.3273,38.5789,38.31,38.4791,17109.496
2021-01-01 13:15:00,38.4802,38.5314,38.2882,38.343,23049.067
2021-01-01 13:30:00,38.343,38.4903,38.3148,38.356,16596.29
2021-01-01 13:45:00,38.3676,38.38,38.3044,38.3304,14177.086
2021-01-01 14:00:00,38.3326,38.4986,38.2044,38.4153,21352.302
2021-01-01 14:15:00,38.4153,38.4489,38.2857,38.3066,14356.557
2021-01-01 14:30:00,38.3066,38.32,38.12,38.283,21920.911
2021-01-01 14:45:00,38.2728,38.2892,38.0801,38.1101,22102.976
2021-01-01 15:00:00,38.1101,38.309,38.08,38.3015,16199.08
2021-01-01 15:15:00,38.299,38.402,38.241,38.2765,36209.454
2021-01-01 15:30:00,38.276,38.2988,37.8775,38.1118,45097.936
2021-01-01 15:45:00,38.1021,38.1936,38.0234,38.1318,27546.847
2021-01-01 16:00:00,38.1318,38.321,38.0385,38.1826,34340.587
2021-01-01 16:15:00,38.1856,38.2777,38.0944,38.2606,19296.457
2021-01-01 16:30:00,38.2643,38.3397,38.2302,38.3094,12390.544
2021-01-01 16:45:00,38.3094,38.32,38.0662,38.1901,33766.981
2021-01-01 17:00:00,38.1901,38.3023,38.1065,38.1895,21603.488
2021-01-01 17:15:00,38.188,38.3,37.9125,38.0346,28875.629
2021-01-01 17:30:00,38.0347,38.0512,37.676,37.7378,37081.995
